X,Y,OBJECTID,SHELTER_CODE,STATUS,OS_EASTING,OS_NORTHING,CREATED_ON,STOP_STOP_ID,COUNTDOWN_SIGN,ROAD_NAME,DIRECTION,LOCALITY,TOWN,FEATURE_LOCATION,SMS_CODE,ELECTRICITY_BOARD,POST_OWNER,SHELTER_OWNER,POSTCODE,LAST_CLEANED,UPDATED_ON
533357.000000127,181809.999999541,73498,0101/2396,A,533357,181810,,15047,,BISHOPSGATE,N/B,,"London, City of","BRUSHFIELD STREET, 55M N OF AND OPP. OPP 250",NONE,UKPN London Hub,Transport for London,Transport for London,EC2A 2JN,2023/07/14 01:27:51+00,20230626133317
548952.000000103,186217.99999915,73499,0102/0156,A,548952,186218,,279,,HEATHWAY,S/B,,DAGENHAM,OPP 633.  40M NORTH OF OGLETHORPE ROAD,75515,UKPN London Hub,Transport for London,Transport for London,RM107RU,2024/02/08 04:47:15+00,20230512065834
538943.000000215,189034.999999389,73500,0131/1646,A,538943,189035,,7417,,LEA BRIDGE ROAD,E/B,WALTHAMSTOW,,SIDE OF 2 FORESTERS DRIVE E OF FORESTERS DRIVE (E17),77076,UKPN London Hub,Transport for London,Transport for London,E173PG,2024/01/30 23:10:28+00,20210817042801
534156.00000021,195320.99999962,73501,0110/0128,A,534156,195321,,4479,,GREAT CAMBRIDGE ROAD,N/B,,ENFIELD,"OUTSIDE 12A WOODGRANGE TERRACE,N OF TRINITY ROAD,OPP LEE ROAD",52372,UKPN London Hub,Transport for London,Transport for London,EN1 1JE,2024/01/23 02:44:57+00,20210817042308
539118.000000354,185844.99999951,73502,0131/1018,A,539118,185845,,13759,,LEYTONSTONE HIGH ROAD,S/B,LEYTONSTONE,,"THORNE CLOSE, OPP C/L OF.  28 M S OF STEELE ROAD.  O/S Nos.226, 226A, 228, 228A.",50658,UKPN London Hub,Council,Transport for London,E11 3JA,2024/02/01 03:37:06+00,20210817042917
519635.000000044,167334.999999575,73503,0121/4096,A,519635,167335,,18433,,RAEBURN AVENUE,N/B,,SURBITON,"O/S 145. 53.1 M S OF PINE WALK. PINE GARDENS, 77.7 M N OF.",50871,UKPN London Hub,Transport for London,Transport for London,KT58NW,2024/01/16 21:24:22+00,20210817042431
538133.000000127,171936.999999368,73504,0123/0239,A,538133,171937,,8488,,BROMLEY ROAD,S/B,,Catford,"O/S FALKLAND HOUSE, N OF AND OPP WATERMEAD ROAD",77260,UKPN London Hub,Transport for London,Transport for London,SE6 2PG,2024/01/11 21:48:25+00,20210817042552
550131.000000098,196604.999999233,73505,2507/U0009,A,550131,196605,,30025,,STAPLEFORD ROAD,,,,,,,,,,,20210817043104
534188.000000203,172056.999999521,73506,0123/1178,A,534188,172057,,10039,,WELLS PARK ROAD,W/B,Sydenham West,Sydenham,"LANGTON AVENUE, 196 YDS W OF. 36 YDS E OF  &  OPP CANBURY MEWS.",57266,UKPN London Hub,Council,Transport for London,SE266RF,2024/01/03 02:19:24+00,20210817042919
521395.000000321,192072.999999602,73507,0103/0350,A,521395,192073,,8949,,THE BROADWAY,E/B,,NW7,"35M EAST OF MILLWAY, 40M WEST OF & OPP. BROCKENHURST GDNS. O/S 27 - KOI CHINESE RESTAURANT",50591,UKPN London Hub,Transport for London,Transport for London,NW7 3DA,2024/01/10 13:21:55+00,20210817042946
535488.999999977,194213.999999674,73508,0110/3473,A,535489,194214,,3859,,NIGHTINGALE ROAD,N/B,,EDMONTON,"O/S 278, N OF BRIERLEY AVENUE",58617,UKPN London Hub,Transport for London,Transport for London,N98PS,2024/01/29 02:04:06+00,20210817042238
536654.000000103,189001.999999205,73509,0131/5988,A,536654,189002,,1565,,MISSION GROVE,E/B,WALTHAMSTOW,,PALMERSTON ROAD 25 M W OF.   10 M E OF MISSION GROVE PRIMARY SCHOOL.,48535,NO BOARD,Transport for London,Transport for London,E17 7AA,2024/02/16 01:16:17+00,20210817042802
538212.000000239,188493.999999421,73510,0131/0092,A,538212,188494,,7420,,LEA BRIDGE ROAD,W/B,LEYTON,,O/S 766 E OF ESSEX ROAD,74670,UKPN London Hub,Transport for London,Transport for London,E17 9DN,2024/01/24 03:29:10+00,20210817042754
537682.000000422,163429.999999424,73511,0108/6060,A,537682,163430,,15601,,FIELDWAY,E/B,,Croydon,"BYGROVE, 17 M E OF. 113 M E OF LODGE LANE, O/S 104/111",74024,UKPN London Hub,Transport for London,Transport for London,CR0 9DH,2024/01/31 01:37:11+00,20210817042158
534827.000000203,177400.999999525,73512,0128/1069,A,534827,177401,,16354,,ASYLUM ROAD,N/B,SOUTHWARK,Barset,47M NORTH OF AND OPPOSITE GERVASE STREET.,77702,UKPN London Hub,Transport for London,Transport for London,SE15  2SB,2024/01/03 20:05:08+00,20210817042951
547741.000000236,178918.999999254,73513,0104/0262,A,547741,178919,,4539,,ABBEY ROAD,W/B,,BELVEDERE,"FOSSINGTON ROAD, 50 M E OF & OPP.  OPP No.401.",73732,UKPN London Hub,Council,Transport for London,DA175DL,2024/01/26 20:49:08+00,20210817043029
519542.000000039,164965.999999582,73514,0121/1046,A,519542,164966,,31042,,JUBILEE WAY,W/B,,CHESSINGTON,OPP KING GEORGE'S FIELD. 78.4M WEST OF& OPPK/L ENT OF KING GEORGE FIELD INDOOR BOWLS CLUB. 278.3M EAST OF & OPP C/L COX LANE.,75123,UKPN London Hub,Transport for London,Transport for London,KT9  1HS,2024/01/15 22:30:25+00,20210817043028
530590.00000014,185196.999999522,73515,0119/0079,A,530590,185197,,20068,,CALEDONIAN ROAD,S/B,ISLINGTON,LONDON,"O/S 484/486 ON BUS BOARDER, N OF STOCK ORCHARD STREET",71556,UKPN London Hub,Transport for London,Transport for London,N7  9RP,2024/02/01 21:28:27+00,20210817042450
536130.000000234,182293.999999253,73516,0130/1037,A,536130,182294,,15669,,MILE END ROAD,W/B,,LONDON,O/S LINDOP HOUSE. OPP QUEEN MARK COLLEGE. 54M E OF HARFORD STREET. ON ISLAND SITE (CSH2),48878,UKPN London Hub,Transport for London,Transport for London,E1 4PE,2024/01/08 03:24:32+00,20210817043122
542619.000000173,183507.999999324,73517,0125/0018,A,542619,183508,,4378,,HIGH STREET SOUTH,N/B,,EAST HAM,"O/S NEWHAM COLLEGE/OUT OF USE POLICE STATION, S OF BARKING ROAD",59223,UKPN London Hub,Transport for London,Transport for London,E6  6ES,2024/01/18 23:06:03+00,20210817042526
542318.999999854,168629.999998917,73518,0106/7279,A,542319,168630,,15192,,SOUTHLANDS GROVE,W/B,,BICKLEY,O/S 1 ARMSTRONG CLOSE. OPP THE PANTILES,59420,UKPN London Hub,Council,Transport for London,BR1 2DP,2024/01/26 01:58:28+00,20210817042041
531165.000000117,165186.999999366,73519,0108/2747,A,531165,165187,,10277,,PURLEY WAY,S/B,,Croydon,"O/S 367, S OF WADDON ROAD",51351,UKPN London Hub,Transport for London,Transport for London,CR0 4JL,2024/01/17 22:17:56+00,20221018132200
527377.000000044,175124.999999515,73520,0132/0108,A,527377,175125,,9033,,BATTERSEA RISE,E/B,BATTERSEA,LONDON,"O/S 78/80, W OF ST JOHNS ROAD   (POINT X)",57470,UKPN London Hub,Transport for London,Transport for London,SW11 1EH,2024/01/27 22:11:01+00,20210817042820
515454.000000108,171088.999999539,73521,0127/0128,A,515454,171089,,5653,,STANLEY ROAD,N/B,Teddington,,"ADJ TO METHODIST CHURCH, N OF HAMPTON ROAD",49738,Southern Electric,Transport for London,Transport for London,TW110JW,2024/01/22 02:58:00+00,20210817042652
540337.000000497,169619.999999182,73522,0106/4121,A,540337,169620,,2848,,TWEEDY ROAD,E/B,,BROMLEY,"O/S 69 (NORTHSIDE HOUSE), ADJ BROMLEY NORTH STATION (PT D)",55956,UKPN London Hub,Transport for London,Transport for London,BR1 3NL,2024/01/26 03:31:31+00,20231127104606
532885.00000013,182032.999999535,73523,0119/0007,A,532885,182033,,15730,,FINSBURY SQUARE (NORTH SIDE),E/B,ISLINGTON,LONDON,"O/S ROYAL LONDON HOUSE, W OF CHRISTOPHER STREET",NONE,UKPN London Hub,Transport for London,Transport for London,EC2A1RR,2024/01/25 00:56:25+00,20210817042457
535074.000000213,173054.999999517,73524,0123/8439,A,535074,173055,,8042,,LONDON ROAD,W/B,Horniman,Forest Hill,"O/S 81/83.W OF TAYMOUNT RISE,",77142,UKPN London Hub,Transport for London,Transport for London,SE23 3TY,2024/02/02 02:33:08+00,20221031112518
528997.000000052,175210.9999995,73525,0122/8147,A,528997,175211,,2919,,LONG ROAD,W/B,,LAMBETH,"ROOKERY ROAD, 86 M W OF.  136 M E OF & OPP CLAPHAM COMMON NORTH SIDE  (SW4)",54216,UKPN London Hub,Transport for London,Transport for London,SW40RF,2024/02/15 19:07:42+00,20210817042536
543810.000000172,185941.999999282,73526,0126/1039,A,543810,185942,,15455,,ILFORD LANE,S/B,,ILFORD,"O/S 139 ""J  &  R FASHION"", 29 METRES N OF DUDLEY ROAD; 42M SOUTH OF RUTLAND ROAD.",54228,UKPN London Hub,Transport for London,Transport for London,IG1 2RP,2024/02/16 05:07:40+00,20210817043035
529406.000000054,176607.999999497,73527,0132/1024,A,529406,176608,,14534,,STEWART'S ROAD,E/B,BATTERSEA,LONDON,"CAREY GARDENS (NORTH ARM), 12.5M SOUTH OF; OPP 'LOCK & LEAVE' SELF STORAGE FACILITY.",53466,UKPN London Hub,Transport for London,Transport for London,SW8  4UG,2024/02/15 23:40:00+00,20210817043015
550287.000000182,185076.999999273,73528,0102/8353,A,550287,185077,,11150,,RAINHAM ROAD SOUTH,N/B,,DAGENHAM,O/S DAGENHAM EAST LUL STATION. 26M S OF CAMBEYS ROAD,55304,UKPN London Hub,Transport for London,Transport for London,RM108AA,2024/01/07 05:04:06+00,20210817041947
522748.000000069,173386.999999557,73529,0132/0287,A,522748,173387,,5759,,ROEHAMPTON LANE,S/B,WANDSWORTH,LONDON,"WANBOROUGH DRIVE, 35 METRES SOUTH OF & OPP.",57200,UKPN London Hub,Transport for London,Transport for London,SW15 3TJ,2024/01/11 21:28:59+00,20210817042825
539091.000000416,179771.999999392,73530,0111/3767,A,539091,179772,,10879,,MILLENNIUM WAY,S/B,,GREENWICH,140M SOUTH OF ROUNDABOUT TO BUS STATION ENTRANCE OUTSIDE EAST VENTILATION BUILDING.,NONE,NO BOARD,Council,Transport for London,SE10 0PH,2024/01/17 00:03:22+00,20210817042251
525975.00000014,164292.999999556,73531,0129/0057,A,525975,164293,,3355,,THROWLEY WAY,S/B,Sutton East,Sutton,"UNDER PED O/BRIDGE,AT TIMES SQUARE ENT.,N OF PT OPP GREYHOUND ROAD",50556,UKPN London Hub,Transport for London,Transport for London,SM1 1NQ,2024/01/23 03:44:37+00,20210817042742
518504.000000025,185245.999999623,73532,0105/0250,A,518504,185246,,10580,,WEMBLEY HIGH ROAD,N/B,WEMBLEY,LONDON BOROUGH OF BRENT,"O/S NOS.430/432, E OF PARK LANE",49047,UKPN London Hub,Transport for London,Transport for London,HA9 6AH,2024/02/13 23:15:25+00,20210817042059
531369.000000075,196870.999999459,73533,0110/1107,A,531369,196871,,7369,,SLADES HILL,W/B,,ENFIELD,O/S 28 (VIEW COURT). 27.5M W OF AND OPP CHASE RIDINGS,58006,UKPN London Hub,Transport for London,Transport for London,EN2 7DQ,2024/02/15 02:59:50+00,20210817043131
526177.000000131,179254.999999533,73534,0120/F0226,A,526177,179255,,11208,,GLOUCESTER ROAD,,,,,,,,,,,20210817043150
518061.00000004,174958.999999578,73535,0127/0130,A,518061,174959,,17444,,SHEEN ROAD,E/B,Richmond,,"O/S WAITROSE SUPERMARKET, AT THE QUADRANT, E OF PRINCES STREET",QR Code (Formally 72056),UKPN London Hub,Transport for London,Transport for London,TW9 1DZ,2024/02/15 01:58:45+00,20210817042632
528958.000000143,184639.999999512,73536,0107/8678,A,528958,184640,,4520,,KENTISH TOWN ROAD,S/B,KENTISH TOWN,CAMDEN,O/S 128 .SOUTH OF PATSHULL ROAD,52168,UKPN London Hub,Transport for London,Transport for London,NW1 9QB,2024/01/25 02:26:04+00,20210817042152
509120.000000118,187550.999999603,73537,0117/1029,A,509120,187551,,9003,,RUISLIP HIGH STREET,N/B,,Ruislip,O/S 18/20. 26M EAST OF C/L THE OAKS.,47247,Southern Electric,Transport for London,Transport for London,HA4 7AN,2024/02/14 21:47:42+00,20210817043002
537750.000000178,181638.999999422,73538,0130/7196,A,537750,181639,,268,,MORRIS ROAD,N/B,,LONDON,N OF  &  OPP RIFLE STREET,71831,UKPN London Hub,Transport for London,Transport for London,E146PB,2024/01/22 02:57:20+00,20210817042802
537569.000000167,187887.999999405,73539,0131/0385,A,537569,187888,,7422,,LEA BRIDGE ROAD,W/B,LEYTON,,"O/S 556 , 25M WEST OF SHORTLANDS ROAD, 40 M EAST OF MELBOURNE ROAD					
",59327,UKPN London Hub,Transport for London,Transport for London,E10 7DT,2024/01/24 03:46:55+00,20210817043150
531260.00000018,186523.999999564,73540,0119/3394,A,531260,186524,,4292,,ISLEDON ROAD,S/B,ISLINGTON,LONDON,99 M S OF SEVEN SISTERS ROAD. O/S 195 (PURE STUDENT LIVING),55628,UKPN London Hub,Transport for London,Transport for London,N4 2DB,2023/12/04 02:43:30+00,20210817042449
518677.000000042,175506.999999576,73541,0127/0246,A,518677,175507,,4974,,LOWER MORTLAKE ROAD,W/B,Richmond,,"SHEENDALE ROAD, 21.5 M OF.  91 M W OF ""VICTORIA VILLAS"". O/S SIDE WALL OF ""KWIK-FIT"" GARAGE.",55274,UKPN London Hub,Transport for London,Transport for London,TW9 2JJ,2024/02/15 00:29:02+00,20210817043205
536612.000000426,162673.999999282,73542,0108/1099,A,536612,162674,,1544,,BARDOLPH AVENUE,W/B,,Croydon,"YEW TREE WAY, 1M E OF; 10M W OF & OPP NEWLANDS WOOD",74666,UKPN London Hub,Council,Transport for London,CR0 9LQ,2024/01/31 03:39:49+00,20210817042929
530716.000000167,173345.999999529,73543,0122/0301,A,530716,173346,,12967,,CHRISTCHURCH ROAD,W/B,,,O/S 1 PALACE ROAD,53109,UKPN London Hub,Transport for London,Transport for London,SW2 3EX,2023/12/27 23:57:09+00,20210817042026
519123.000000091,185815.99999958,73544,0105/1067,A,519123,185816,,10111,,ENGINEERS WAY,E/B,WEMBLEY,LONDON BOROUGH OF BRENT,OPP FACING WALL OF WEMBLEY ARENA. 18.5M W OF UNMARKED ROAD.  124 M E OF EMPIRE WAY.,50424,UKPN London Hub,Transport for London,Transport for London,HA9  0NH,2024/02/12 12:53:09+00,20210817043111
524131.000000064,173597.999999556,73545,0132/0253,A,524131,173598,,11638,,BEAUMONT ROAD,N/B,SOUTHFIELDS,LONDON,"OUTSIDE 1-34 STAPLEFORD CLOSE,WEST OF ENTRANCE TO STAPLEFORD CLOSE",73543,UKPN London Hub,Transport for London,Transport for London,SW19 6RY,2024/02/12 21:32:25+00,20210817042814
541700.000000187,191185.99999932,73546,0126/8629,A,541700,191186,,13644,,CHIGWELL ROAD,S/B,,ILFORD,O/S `GATES¿ FORD DEALER. OPP 420. 97M S OF AND OPP BEAUMARIS DRIVE,59602,UKPN London Hub,Transport for London,Transport for London,IG87LF,2024/01/04 22:51:51+00,20210817042634
521012.000000091,168170.999999567,73547,0121/1056,A,521012,168171,,7875,,KINGSTON ROAD,W/B,,NEW MALDEN,O/S 56 (FLATS). 32.5M W OF & OPP MONTEM ROAD. 69.9M E OF PARK ROAD,55564,UKPN London Hub,Transport for London,Transport for London,KT3 3LZ,2024/01/19 02:05:00+00,20210817043122
533586.000000198,188827.99999955,73548,0114/3368,A,533586,188828,,3307,,SEVEN SISTERS ROAD,S/B,BOROUGH OF HARINGEY,,"ADJ APEX HOUSE, OPP 705, PT A W OF TOTTENHAM HIGH ROAD.",53605,UKPN London Hub,Transport for London,Transport for London,N15 5JY,2023/12/08 20:56:53+00,20210817042426
532009.000000152,179192.99999949,73549,0128/1061,A,532009,179193,,3705,,NEWINGTON CAUSEWAY,S/B,SOUTHWARK,Chaucer,"ROCKINGHAM STREET, EXTENDING SOUTH FROM A POINT 26M S OF. 'FLOATING' BUS STOP - ON TRAFFIC ISLAND.",58283,NO BOARD,Transport for London,Transport for London,SE1  6BA,2024/02/04 20:35:56+00,20230103143233
532033.000000173,174215.999999518,73550,0122/1077,A,532033,174216,,32959,,NORWOOD ROAD,N/B,,LAMBETH,"EXTENDING NORTH FROM A POINT 94M SOUTH OF DULWICH ROAD; O/S BROCKWELL PARK",77049,UKPN London Hub,Transport for London,Transport for London,SE24  9AJ,2024/01/02 03:59:41+00,20210817043045
526974.000000085,171055.999999556,73551,0132/1027,A,526974,171056,,28231,,BLACKSHAW ROAD,W/B,TOOTING,LONDON,177M WEST OF TOOTING HIGH STREET. O/S ALLEYWAY BETWEEN 46 & 48,49184,UKPN London Hub,Transport for London,Transport for London,SW17 0DE,2024/01/10 19:28:54+00,20210817043012
524265.000000132,184278.999999546,73552,0105/5051,A,524265,184279,,17026,,WILLESDEN LANE,E/B,KILBURN,LONDON BOROUGH OF BRENT,O/S 172 (SHERWOOD FLATS) E OF CHRISTCHURCH AVENUE (NW6),51761,UKPN London Hub,Council,Transport for London,NW67BB,2024/01/22 21:44:15+00,20210817042045
528628.000000049,175772.999999505,73553,0122/0020,A,528628,175773,,15627,,WANDSWORTH ROAD,S/B,,LAMBETH,"O/S CLAPHAM BAPTIST CHURCH, AT CEDARS RD, W OF VICTORIA RISE",56380,UKPN London Hub,Transport for London,Transport for London,SW8 3JL,2024/01/27 23:09:11+00,20210817042550
534305.00000019,177464.999999521,73554,0128/5325,A,534305,177465,,18084,,PECKHAM PARK ROAD,S/B,SOUTHWARK,Friary,"OPP 'MAISMORE ARMS' PH, N OF BIRD IN BUSH ROAD",50812,UKPN London Hub,Transport for London,Transport for London,SE15 1RH,2024/01/03 21:09:49+00,20210817042626
513743.000000105,172631.999999546,73555,0127/3884,A,513743,172632,,5005,,HOSPITAL BRIDGE ROAD,N/B,Whitton,,SOUTH OF HOSPITAL BRIDGE,51712,Southern Electric,Transport for London,Transport for London,TW2 5JR,2024/01/15 20:50:52+00,20210817042643
549462.00000017,185807.999999287,73556,0102/8620,A,549462,185808,,5481,,OXLOW LANE,E/B,,DAGENHAM,"FRITZLANDS LANE, 37M W OF.  O/S 233/235 (RM9)",75539,UKPN London Hub,Transport for London,Transport for London,RM10 7YA,2024/01/10 23:54:49+00,20210817041949
512412.000000061,185767.999999617,73557,0115/0075,A,512412,185768,,19045,,EASTCOTE LANE,W/B,,SOUTH HARROW,"22 M W OF HOLYROOD AVENUE. FIELD END RD, 34 M E OF.",75443,UKPN London Hub,Transport for London,Transport for London,HA2 9AW,2024/02/19 02:03:02+00,20210817042402
542028.000000272,180159.999999393,73558,0125/0352,A,542028,180160,,20054,,CONNAUGHT ROAD,E/B,,SILVERTOWN,W OF CONSTANCE STREET,55777,UKPN London Hub,Transport for London,Transport for London,E16 2AE,2024/01/17 00:47:09+00,20210817042653
534318.000000128,163608.999999419,73559,0108/1055,A,534318,163609,,9534,,CROHAM VALLEY ROAD,S/B,,Croydon,"BALLARDS WAY, 42 M S OF.  65 M S OF BALLARDS RISE.",57530,UKPN London Hub,Transport for London,Transport for London,CR2 7JG,2024/02/14 02:40:05+00,20210817042131
506175.000000127,185089.999999654,73560,0117/F0084,A,506175,185090,,4925,,PARK ROAD,,,,,,,,,,,20210817042443
516473.999999989,186320.999999583,73561,0105/0196,A,516474,186321,,13559,,WATFORD ROAD,N/B,SUDBURY,LONDON BOROUGH OF BRENT,O/S 149B N OF SUDBURY COURT ROAD,50146,UKPN London Hub,Transport for London,Transport for London,HA1 3UA,2024/02/18 05:09:02+00,20210817042049
542736.000000173,183090.999999321,73562,0125/0261,A,542736,183091,,2943,,HIGH STREET SOUTH,S/B,,EAST HAM,", 19/24 (FLATS) S OF SOUTHCHURCH ROAD",52132,UKPN London Hub,Transport for London,Transport for London,E6  6DY,2024/01/18 21:51:32+00,20210817042529
548339.00000029,189097.999999237,73563,0102/1017,A,548339,189098,,19558,,EASTERN AVENUE WEST,E/B,CHADWELL HEATH,DAGENHAM,"WHALEBONE LANE NORTH, 100 M W OF. OPP 35.",59273,NO BOARD,Transport for London,Transport for London,RM6 5EL,2024/01/30 07:42:27+00,20210817042922
510465.000000147,185506.999999648,73564,0117/0361,A,510465,185507,,6898,,WEST END ROAD,N/B,,Ruislip,"PORTAL CLOSE, 40M S OF & OPP C/L; TRENCHARD AVENUE, 65M N OF & OPP C/L",72384,UKPN London Hub,Transport for London,Transport for London,HA4 6NN,2024/02/18 22:52:55+00,20210817043027
535074.000000176,171845.999999497,73565,0123/0086,A,535074,171846,,18332,,KIRKDALE,S/B,Sydenham West,Sydenham,"O/S 217, S OF PEAK HILL",49177,UKPN London Hub,Council,Transport for London,SE264QD,2024/01/10 21:49:38+00,20210817042619
545697.000000223,176810.999999286,73566,0104/9536,A,545697,176811,,4636,,EDISON ROAD,S/B,,WELLING,O/S 62 S OF PT OPP CHAUCER ROAD (DA16),54200,UKPN London Hub,Transport for London,Transport for London,DA16 3BJ,2024/01/31 22:54:05+00,20210817042018
536301.00000041,195932.999999781,73567,0110/1088,A,536301,195933,,10882,,MOLLISON AVENUE,S/B,,ENFIELD,O/S GARMENT CARE PROCESSING SERVICE. S OF EAST DUCK LEES LANE. N OF LEA VALLEY ROAD,72511,NO BOARD,Transport for London,Transport for London,EN3 7UJ,2024/01/30 04:30:41+00,20210817042950
513874.000000062,182361.99999958,73568,0109/0033,A,513874,182362,,19047,,RUISLIP ROAD,W/B,,Greenford,O/S 59-61 W OF MANSELL ROAD,54366,Southern Electric,Transport for London,Transport for London,UB6 9QD,2024/01/22 22:05:03+00,20210817042253
538078.000000351,177299.999999484,73569,0111/9665,A,538078,177300,,380,,GREENWICH HIGH ROAD,N/B,,GREENWICH,"O/S RAIL STATION FORECOURT, S OF AND OPP GREENWICH SOUTH STREET",55851,NO BOARD,Transport for London,Transport for London,SE10 8JE,2023/11/05 21:21:08+00,20240108101748
518029.000000037,174171.999999578,73570,0127/7620,A,518029,174172,,12273,,PETERSHAM ROAD,S/B,Petersham,,"O/S ROBINS COURT, 340 M N OF NIGHTINGALE LANE",58129,UKPN London Hub,Transport for London,Transport for London,TW10  6UX,2024/02/01 22:12:50+00,20210817042702
536525.000000219,174842.999999501,73571,0123/1051,A,536525,174843,,12331,,BROCKLEY ROAD,N/B,Crofton Park,Brockley,O/S 324. 15 S OF BEECROFT ROAD,50446,UKPN London Hub,Transport for London,Transport for London,SE4 2BY,2024/02/01 22:12:34+00,20210817042928
518763.000000045,167408.999999579,73572,0121/4087,A,518763,167409,,6046,,BERRYLANDS ROAD,W/B,,SURBITON,"KING CHARLES ROAD, 35 M E OF. 42 M W OF & OPP PARK ROAD. O/S No.40.",77756,UKPN London Hub,Transport for London,Transport for London,KT5 8PB,2024/01/17 23:01:58+00,20210817042424
537467.00000018,182928.999999304,73573,0130/0198,A,537467,182929,,16989,,FAIRFIELD ROAD,N/B,,LONDON,O/S CIVIC CENTRE. N OF BOW ROAD,55653,UKPN London Hub,Transport for London,Transport for London,E32 SW,2024/02/05 23:51:19+00,20210817042740
555455.000000354,192019.999999185,73574,0116/6296,A,555455,192020,,3991,,DAGNAM PARK DRIVE,N/B,HAROLD HILL,ROMFORD,"DAGNAM PARK CLOSE, 14 M S OF & OPP.  OPP 1 DAGNAM PARK CLOSE.",50913,UKPN London Hub,Transport for London,Transport for London,RM3 9YS,2024/01/25 01:17:42+00,20210817042423
523509.000000072,172656.999999552,73575,0132/9324,A,523509,172657,,18451,,WIMBLEDON PARK SIDE,N/B,SOUTHFIELDS,LONDON,"QUEENSMERE ROAD, 68 M N OF AND OPP; 25 M N OF L/C 38. 
",59025,UKPN London Hub,Transport for London,Transport for London,SW19 5NL,2024/02/02 00:07:24+00,20210817042827
505939.000000071,179624.999999601,73576,0117/1813,A,505939,179625,,3039,,SWAN ROAD,N/B,,West Drayton,46M N OF OLD FARM ROAD.40M N OF & OPP DRAYTON GDNS. O/S 64.,58704,Southern Electric,Transport for London,Transport for London,UB7 7LB,2024/01/05 19:42:44+00,20210817042459
524267.00000014,187123.999999617,73577,0103/1002,A,524267,187124,,27,,HENDON WAY,N/B,,NW2/NW4,"O/S 163. PENNINE DRIVE, 70M N OF. 78.5M S OF GRAMPIAN GARDENS.",54724,UKPN London Hub,Transport for London,Transport for London,NW2 2NB,2024/01/25 00:54:05+00,20210817042026
534434.000000223,175060.99999953,73578,0128/0028,A,534434,175061,,12290,,BARRY ROAD,S/B,SOUTHWARK,,"OPP. NO.6, S OF PECKHAM RYE, N OF & OPP. TYRRELL ROAD",48129,UKPN London Hub,Transport for London,Transport for London,SE220JA,2024/01/25 00:35:34+00,20210817042645
531971.00000017,172954.99999952,73579,0122/6405,A,531971,172955,,15169,,THURLOW PARK ROAD,E/B,,,O/S 39. E OF BIRKBECK HILL,73029,UKPN London Hub,Transport for London,Transport for London,SE21 8JA,2024/01/02 01:34:49+00,20210817042127
543379.000000094,164957.999999163,73580,0106/1232,A,543379,164958,,14552,,PRIVATE ROAD IN PRINCESS ROYAL UNIVERSITY HOSPITAL,S/B,,FARNBOROUGH,"48M S OF ENTRANCE 'C'  TO MAIN HOSPITAL;  25M N OF SHELTER 0106/1015 IN PRINCESS ROYAL HOSPITAL GROUNDS",53032,NO BOARD,Transport for London,Transport for London,BR6  8PQ,2024/01/24 23:32:18+00,20210817042949
524201.000000128,181604.999999545,73581,0120/9793,A,524201,181605,,13701,,LADBROKE GROVE,S/B,,,"O/S 196, N OF  &  OPP BASSETT ROAD",72907,UKPN London Hub,Transport for London,Transport for London,W10 5LZ,2024/02/08 01:03:11+00,20210817042521
536494.000000161,176987.999999498,73582,0123/F0059,A,536494,176988,,2587,,LEWISHAM WAY,,,,,,,,,,,20210817042604
513287.000000069,180384.999999582,73583,0109/1080,A,513287,180385,,2269,,UXBRIDGE ROAD,W/B,,Southall,"OAKWOOD AVENUE, 65M W OF & OPP;  GREEN DRIVE, 100M W OF",73215,Southern Electric,Transport for London,Transport for London,UB1 3DN,2024/02/01 20:12:12+00,20210817042956
517052.000000105,169830.999999573,73584,0127/3557,A,517052,169831,,8239,,SANDY LANE,S/B,Teddington,,"SOUTH OF CEDARS ROAD, NORTH OF VICARAGE ROAD",74164,UKPN London Hub,Council,Transport for London,KT1 4BB,2024/01/31 20:29:34+00,20210817042635
530819.00000018,172153.999999548,73585,0122/3655,A,530819,172154,,12210,,LEIGHAM COURT ROAD,W/B,,LAMBETH,"O/S DUNRAVEN SCHOOL, E OF  &  OPP ROMEYN ROAD",58493,UKPN London Hub,Transport for London,Transport for London,SW162LT,2023/12/10 23:45:37+00,20210817042542
541043.000000183,190294.999999329,73586,0126/1007,A,541043,190295,,4152,,SOUTHEND ROAD,W/B,,ILFORD,O/S PARK. 100 M W/O CHIGWELL ROAD IN LAY-BY,55231,NO BOARD,Transport for London,Transport for London,E18 1JD,2024/01/04 21:24:36+00,20210817042710
541257.000000405,169465.999999147,73587,0106/3841,A,541257,169466,,5522,,WIDMORE ROAD,E/B,,BROMLEY,"O/S ANDORRA COURT, E OF AND OPP WANSTEAD ROAD.",72634,UKPN London Hub,Transport for London,Transport for London,BR1 3DH,2024/01/26 02:48:22+00,20210817042042
527356.000000116,195029.99999951,73588,0103/7900,A,527356,195030,,10335,,CHURCH HILL ROAD,S/B,,EAST BARNET,"LITTLE GROVE, 119M S OF; CEDAR GROVE,81.5M N OF & OPP. OPP ST MARYS CHURCH HALL.",51940,UKPN London Hub,Transport for London,Transport for London,EN4 8TS,2024/02/14 02:53:03+00,20210817041938
